section_id,title,ROLE_01_ARCHITECT,ROLE_02_RESEARCHER,ROLE_03_ANALYST,ROLE_04_CRITIC,ROLE_05_SECURITY_AUDITOR,ROLE_06_IMPLEMENTER,ROLE_07_REFACTORER,ROLE_08_TESTER,ROLE_09_VERIFIER,ROLE_10_DOCUMENTATION_WRITER,ROLE_11_TEACHER,ROLE_12_PLANNER,ROLE_13_COORDINATOR,ROLE_14_OBSERVER,ROLE_15_MEMORY_CURATOR,ROLE_16_GOVERNANCE_REVIEWER,ROLE_17_RED_TEAM,ROLE_18_OPTIMIZER,ROLE_19_USER_EXPERIENCE_REVIEWER,ROLE_20_DECISION_ARBITER_ADVISORY,ROLE_21_GUIDEBOOK_ARCHITECT,specialist_expertise_cues_not_authority
042,API Architecture,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,
043,Event-Driven Architecture,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,
044,Runtime Architecture,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,
045,Security Architecture,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,
046,Identity Architecture,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,
047,Privacy Architecture,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,Privacy
048,Governance Architecture,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,
049,Compliance Architecture,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,
050,Safety Architecture,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,Safety Auditor
051,Reliability Architecture,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,
052,Resilience Architecture,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,Safety Auditor
053,Accessibility Architecture,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,
054,Content Architecture,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,
055,Knowledge Architecture,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,
056,AI Architecture,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,
057,Machine Learning Architecture,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,
058,Robotics Architecture,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,
059,Embedded Systems Architecture,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,
060,Hardware Architecture,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,
061,Electrical Engineering,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,selected according to consequence;existing role contracts
062,Electronics Engineering,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,
063,Computer Engineering,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,
064,Mechanical Engineering,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,
065,Industrial Design,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,
066,Semiconductor Engineering,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,
067,PCB Design,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,
068,Firmware Engineering,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,
069,Embedded Software Engineering,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,must preserve independent verification
070,Internet of Things Engineering,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,Safety specialist through the existing role contract;Privacy
071,Telecommunications Engineering,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,
072,Signal Processing,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,
073,Control Systems Engineering,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,Safety
074,Robotics Engineering,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,Safety Auditor
075,Human–Computer Interaction,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,Interaction Designer through existing contract;Accessibility specialist
076,Interaction Design,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,Interaction Designer;Accessibility specialist
077,Experience Design,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,Interaction Designer;Service Designer;Content Designer;Accessibility specialist
078,Service Design,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,Service Designer;Process;Operations owners;Accessibility specialist
079,UX Strategy,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,UX Strategist;Product;Service owners
080,UX Research,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,Accessibility specialist;Security;Privacy Auditors
081,UX Architecture,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,UX Strategist;Interaction Designer;Content Designer;Accessibility specialist
082,UX Design,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,UX Designer;Interaction Designer;Visual Designer;Content Designer;Accessibility specialist
083,UI Design,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,UI Designer;UX Designer;Interaction Designer;Visual Designer;Accessibility specialist
084,Visual Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Visual Designer;UI Designer;UX Designer;Graphic Designer;Accessibility specialist;Content Designer
085,Graphic Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Graphic Designer;Visual Designer;UX Designer;Content Designer;Accessibility specialist
086,Motion Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Motion Designer;UI Designer;Interaction Designer;UX Reviewer;Accessibility specialist
087,Sound Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Sound Designer;Voice Designer;UX;Interaction Designers;Accessibility specialist;Content Designer
088,Voice Interface Design,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Voice Interface Designer;Conversational Designer;UX Reviewer;Accessibility specialist;Security;Privacy Auditors
089,Conversational Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Conversational Designer;Voice Interface Designer;UX Reviewer;Content Designer;Security;Privacy Auditors
090,Spatial Interface Design,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Spatial Designer;UX;Interaction Designers;Robotics;Safety specialists;Accessibility specialist
091,AR Design,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,AR Designer;Spatial Designer;UX;Interaction Designers;Robotics;Safety specialists;Accessibility specialist;Security;Privacy Auditors
092,VR Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,VR Designer;Spatial Designer;UX;Interaction Designers;Accessibility;Safety specialists;Privacy Auditor
093,XR Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XR Designer;Spatial;AR;VR;UX;Interaction;Research;Safety;Privacy;Accessibility;Security;Testing;Verification;Governance;Implementation;Documentation roles
094,Game Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Game Designer;Level Designer;Narrative Designer;UX Reviewer;Content Designer;Safety;Privacy Auditors
095,Level Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Level Designer;Game Designer;Narrative Designer;UX Reviewer;Accessibility specialist
096,Narrative Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Narrative Designer;Game;Level Designers;Content Designer;Cultural or domain reviewers;UX Reviewer;Accessibility specialist
097,Content Design,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Content Designer;Technical Writer;Copywriter;UX Reviewer;Domain Expert;Accessibility specialist;Legal
098,Content Strategy,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Content Strategist;Content Designer;Technical Writer;Copywriter;UX Strategist;Legal;Accessibility;Localization
099,Technical Writing,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Technical Writer;Operations;Accessibility specialist;Localization
100,Copywriting,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Copywriter;Content Designer;UX Writer;Product Owner;Legal;Accessibility specialist;Localization
101,Localization,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Localization Specialist;Translator;Content Designer;UX Reviewer;Cultural or domain Expert;Accessibility specialist
102,Internationalization,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Localization Specialist;Technical Writer;Content Designer;UX Reviewer;Accessibility specialist;Security;Privacy Auditors
103,Accessibility Design,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Accessibility Designer;Interaction;UI;Content;Visual Designers
104,Design Systems,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Design Systems Designer;UX;UI;Interaction;Visual;Content;Accessibility Designers
105,Prototyping,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,fidelity;dependencies;system implications;promotion risks;domain;user;technical;operational;participant evidence;alternatives;observations;feasibility;uncertainty;omitted states;hidden work;weak evidence;premature promotion;identity;access;isolation;secrets;abuse;disposal;burden;accessibility;dignity;error;correction;recovery;consent;policy;records;claims;decision boundaries;experiments;review gates;next actions;owners;dependencies;handoffs;boundary;failure;accessibility;security;recovery scenarios;method;evidence;claims;artifact;observations;decisions;limitations;disposal;evidence;dissent;decisions;continuity;prompt manipulation;data leakage;bypass;failure;misleading interpretation;are not redefined here
106,User Validation,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,conducts evidence gathering with users;affected people;accessibility;comprehension;burden;dignity;trust;recovery;patterns;segments;tradeoffs;uncertainty;disconfirming evidence;context;workarounds;hesitation;errors;environmental conditions;function;information;data;application;system implications;consent;participant treatment;claims;privacy;records;acceptance;identity;access;abuse;secure recovery;leading instruments;false consensus;omitted populations;weak causation;sessions;analysis;remediation;re-test;decision gates;owners;specialists;logistics;handoffs;regression;accessibility;recovery tests;records;findings;traceability;claims;instruments;findings;decisions;limitations;participant-facing records;evidence;consent boundaries;dissent;decisions;continuity;excluding;or burdening participants;exclusion;privacy leakage;unsafe behavior;denial or recovery failure;are not redefined here
107,Software Engineering,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,Role selection is proportional to consequence;existing role contracts remain controlling
108,Computer Science,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,
109,Algorithm Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,
110,Programming Language Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
111,Compiler Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
112,Runtime Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
113,Operating Systems Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
114,Kernel Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
115,Driver Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
116,Middleware Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
117,Application Engineering,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,
118,Frontend Engineering,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,Accessibility specialist through existing role contracts
119,Backend Engineering,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
120,Full-Stack Engineering,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,
121,Web Engineering,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,
122,Desktop Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,
123,Mobile Engineering,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,Privacy;Accessibility specialist
124,Cross-Platform Engineering,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,Accessibility specialist
125,Native Application Engineering,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,Privacy Reviewer;Accessibility specialist
126,Browser Engineering,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,Privacy;Accessibility specialist
127,Extension Engineering,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,Privacy Reviewer
128,API Engineering,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,Privacy Reviewer
129,Integration Engineering,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,Privacy Reviewer
130,Microservices Engineering,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,
131,Distributed Systems Engineering,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,
132,Real-Time Systems Engineering,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,Safety Auditor
133,High-Performance Computing,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,
134,Parallel Computing,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,
135,Scientific Computing,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,
136,Simulation Engineering,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,
137,Digital Twin Engineering,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,Domain Expert;Safety Auditor
138,Game Engineering,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,Game Designer;Accessibility specialist
139,Graphics Engineering,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Graphics Engineer;Designer;Accessibility specialist
140,Rendering Engineering,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,Graphics Engineer;Accessibility specialist
141,Animation Engineering,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,Motion Designer;Accessibility specialist
142,Audio Engineering,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,Audio Engineer;Accessibility specialist;Privacy Reviewer
143,Video Engineering,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Video Engineer;Privacy Reviewer;Accessibility specialist
144,Media Engineering,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Media Engineer;Designer;Privacy Reviewer;Accessibility specialist
145,Streaming Engineering,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,Media Engineer;Network Engineer;Privacy Reviewer;Accessibility specialist
146,Search Engineering,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,Privacy Reviewer
147,Recommendation Systems Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,Privacy Reviewer
148,Geographic Information Systems,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Domain Expert;Privacy Reviewer;Accessibility specialist
149,Blockchain Engineering,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,Cryptography Engineer;Privacy Reviewer
150,Smart Contract Engineering,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,Cryptography Engineer
151,Database Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,
152,Storage Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,
153,Data Engineering,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,
154,Data Modeling,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,
155,Data Governance,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,
156,Data Quality Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,
157,Data Integration,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,
158,Data Migration,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,
159,Data Warehousing,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,Data Engineer
160,Data Lake Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,Data Engineer
161,Analytics Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,Data Engineer
162,Business Intelligence,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,Data Engineer
163,Data Analysis,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,Privacy Reviewer
164,Data Science,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,Statistician;Privacy Reviewer
165,Statistics,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,Privacy Reviewer
166,Operations Research,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,Operations Reviewer;Privacy Reviewer
167,Machine Learning Engineering,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,Privacy Reviewer
168,Deep Learning Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,Privacy Reviewer;Safety Auditor
169,AI Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Prompt Engineer;Privacy Reviewer;Safety Auditor;Human-in-the-Loop Operator
170,Generative AI Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Prompt Engineer;Content Reviewer;Privacy Reviewer;Safety Auditor;Human-in-the-Loop Operator
171,Natural Language Processing,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Domain Expert;Prompt Engineer;UX Reviewer;Accessibility Reviewer;Privacy Reviewer;Safety Auditor
172,Computer Vision,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Safety Auditor;Privacy Reviewer;Accessibility Reviewer;Human-in-the-Loop Operator
173,Speech Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,UX Reviewer;Accessibility Reviewer;Privacy Reviewer;Safety Auditor;HITL Operator
174,Reinforcement Learning,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,Safety Auditor;Privacy Reviewer;HITL Operator
175,Knowledge Graph Engineering,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Data Engineer;Ontology Engineer;Privacy Reviewer
176,Ontology Engineering,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Ontology Engineer;Accessibility Reviewer
177,Semantic Systems Engineering,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Ontology Engineer;Data Engineer;Privacy Reviewer
178,Agent Systems Engineering,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,Safety Auditor;Human-in-the-Loop Operator
179,Model Training,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,Data Scientist;Privacy Reviewer;Safety Auditor
180,Model Evaluation,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,Safety Auditor;Privacy Reviewer;Accessibility Reviewer
181,Model Alignment,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,Safety Auditor;Domain Expert;Privacy Reviewer
182,AI Safety,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Safety Auditor;Privacy Reviewer;UX Reviewer;Human-in-the-Loop Operator
183,AI Governance,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,Privacy Reviewer;Safety Auditor;Human-in-the-Loop Operator
184,MLOps,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,DevOps Engineer;Privacy Reviewer;Safety Auditor;HITL Operator
185,Model Operations,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,Operations Engineer;Privacy Reviewer;Safety Auditor;HITL Operator
186,Prompt Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Prompt Engineer;Privacy Reviewer;Safety Auditor;HITL Operator
187,Synthetic Data Engineering,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Data Engineer;Data Scientist;Privacy Reviewer
188,Human-in-the-Loop Operations,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,Human-in-the-Loop Operator;Safety Auditor;Privacy Reviewer;Accessibility Reviewer
189,Cybersecurity Engineering,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,selected proportionally to consequence;with independent verification where needed
190,Application Security,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,
191,Product Security,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,Product Manager
192,Platform Security,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,Platform Engineer;Infrastructure Engineer;Identity Engineer;Network Engineer;Operations Engineer
193,Infrastructure Security,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,Infrastructure Engineer;Systems Administrator;Network Engineer;Operations Engineer
194,Cloud Security,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,Platform Engineer;Identity Engineer;Network Engineer;Operations Engineer
195,Network Security,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,Network Engineer;Identity Engineer;Operations Engineer
196,Endpoint Security,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,Endpoint Engineer;Identity Engineer;Systems Administrator;Privacy Reviewer;Operations Engineer
197,Mobile Security,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,preserve the role contracts defined in Section 02
198,Embedded Security,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,Embedded Engineer;Hardware Engineer;Safety Reviewer;preserve their Section 02 contracts
199,Hardware Security,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,Hardware Engineer;Embedded Engineer
200,Identity and Access Management,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,Identity Engineer
201,Authentication Engineering,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,Identity Engineer;Accessibility Reviewer
202,Authorization Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,Identity Engineer
203,Cryptography,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,Cryptography Engineer
204,Key Management,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Cryptography Engineer;Key Management Engineer
205,Secrets Management,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Identity Engineer;Cryptography Engineer;Key Management Engineer
206,Security Operations,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,Incident Responder
207,Threat Intelligence,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,
208,Threat Modeling,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,Safety Reviewer;Privacy Reviewer
209,Vulnerability Management,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,
210,Penetration Testing,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,
211,Red Teaming,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,Threat Modeler
212,Blue Teaming,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,Blue Team Lead;Threat Modeler
213,Digital Forensics,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Incident Responder;Legal Advisor
214,Incident Response,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,Incident Responder;Incident Commander;Legal Advisor;Privacy Reviewer
215,Fraud Prevention,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Data Scientist;Privacy Reviewer;Ethics Reviewer
216,Abuse Prevention,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Trust;Safety Reviewer;Privacy Reviewer;Ethics Reviewer;Incident Responder
217,Trust and Safety,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Trust;Safety Reviewer;Ethics Reviewer;Privacy Reviewer;Legal Advisor
218,Privacy Engineering,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Privacy Engineer;Legal Advisor;Ethics Reviewer
219,Legal,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,Legal Advisor;Privacy Reviewer;Records Manager
220,Regulatory Compliance,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,Legal Advisor;Auditor;Privacy Reviewer
221,Policy,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,Legal Advisor;Accessibility Reviewer
222,Ethics,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,Ethics Reviewer;Privacy Reviewer;Legal Advisor;Safety Reviewer
223,Intellectual Property,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,Legal Advisor;Privacy Reviewer
224,Licensing,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,Legal Advisor
225,Records Management,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,Records Manager;Legal Advisor;Privacy Reviewer;Archivist
226,Audit,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,Auditor;Privacy Reviewer
227,Internal Controls,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Auditor;Privacy Reviewer
228,Quality Management,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Quality Manager;Quality Engineer;Quality Assurance Reviewer
